,category,job_title,page_link,job_id,location,run_date
0,Advance + Scheduling,National Surrogate Intern ,https://boards.greenhouse.io/bernie2020/jobs/4533147002,4533147002,Washington DC,2020-Jan-15
1,Advance + Scheduling,National Surrogate Scheduling Intern ,https://boards.greenhouse.io/bernie2020/jobs/4534476002,4534476002,Washington DC,2020-Jan-15
2,All Departments,California Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274391002,4274391002,California ,2020-Jan-15
3,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274408002,4274408002,Iowa,2020-Jan-15
4,All Departments,Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4263816002,4263816002,"Washington, DC",2020-Jan-15
5,All Departments,General Application,https://boards.greenhouse.io/bernie2020/jobs/4231325002,4231325002,Multiple Locations,2020-Jan-15
6,All Departments,HQ Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274405002,4274405002,"Washington, DC",2020-Jan-15
7,All Departments,Nevada Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274412002,4274412002,Nevada,2020-Jan-15
8,All Departments,Nevada Youth Field Fellowship Intern,https://boards.greenhouse.io/bernie2020/jobs/4334036002,4334036002,Nevada,2020-Jan-15
9,All Departments,New Hampshire Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274418002,4274418002,New Hampshire,2020-Jan-15
10,All Departments,New Hampshire Field Operations Strategy Intern,https://boards.greenhouse.io/bernie2020/jobs/4575051002,4575051002,New Hampshire,2020-Jan-15
11,All Departments,New Hampshire Intern,https://boards.greenhouse.io/bernie2020/jobs/4272302002,4272302002,New Hampshire,2020-Jan-15
12,All Departments,South Carolina Campaign Intern ,https://boards.greenhouse.io/bernie2020/jobs/4274430002,4274430002,South Carolina ,2020-Jan-15
13,All Departments,Vermont Campaign Intern,https://boards.greenhouse.io/bernie2020/jobs/4274440002,4274440002,Vermont,2020-Jan-15
14,Communications,Communications Intern,https://boards.greenhouse.io/bernie2020/jobs/4262445002,4262445002,"Washington, DC",2020-Jan-15
15,Communications,Constituency Communications Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4534485002,4534485002,Washington DC ,2020-Jan-15
16,Communications,Graphic Design Associate,https://boards.greenhouse.io/bernie2020/jobs/4445765002,4445765002,"Washington, DC",2020-Jan-15
17,Communications,Regional Press Secretary,https://boards.greenhouse.io/bernie2020/jobs/4550533002,4550533002,Washington DC,2020-Jan-15
18,Communications,Social Media Intern,https://boards.greenhouse.io/bernie2020/jobs/4423804002,4423804002,"Washington, DC",2020-Jan-15
19,Data + Technology,Full Stack Engineer,https://boards.greenhouse.io/bernie2020/jobs/4244285002,4244285002,"Washington, DC or remote",2020-Jan-15
20,Data + Technology,IT Help Desk Specialist,https://boards.greenhouse.io/bernie2020/jobs/4517752002,4517752002,"Washington, DC or Remote",2020-Jan-15
21,Digital,Digital Associate,https://boards.greenhouse.io/bernie2020/jobs/4237499002,4237499002,"Washington, DC",2020-Jan-15
22,Digital,Media Producer,https://boards.greenhouse.io/bernie2020/jobs/4529344002,4529344002,Washington D.C.,2020-Jan-15
23,Fundraising,Campaign Merchandise Assistant,https://boards.greenhouse.io/bernie2020/jobs/4521088002,4521088002,Vermont,2020-Jan-15
24,Operations,California State Operations Coordinator ,https://boards.greenhouse.io/bernie2020/jobs/4563304002,4563304002,California ,2020-Jan-15
25,Operations,California State Operations Director ,https://boards.greenhouse.io/bernie2020/jobs/4563280002,4563280002,California ,2020-Jan-15
26,Operations,Human Resources Generalist,https://boards.greenhouse.io/bernie2020/jobs/4526885002,4526885002,Washington DC,2020-Jan-15
27,Operations,Payroll Manager,https://boards.greenhouse.io/bernie2020/jobs/4526889002,4526889002,"Washington, DC",2020-Jan-15
28,Organizing,California Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4556141002,4556141002,California,2020-Jan-15
29,Organizing,Call Team National Organizer,https://boards.greenhouse.io/bernie2020/jobs/4489856002,4489856002,Remote,2020-Jan-15
30,Organizing,Events Program Organizer ,https://boards.greenhouse.io/bernie2020/jobs/4284535002,4284535002,Remote,2020-Jan-15
31,Organizing,Iowa Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4526220002,4526220002,Iowa,2020-Jan-15
32,Organizing,Iowa Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4542055002,4542055002,Iowa,2020-Jan-15
33,Organizing,Iowa Constituency Organizer,https://boards.greenhouse.io/bernie2020/jobs/4478483002,4478483002,Iowa,2020-Jan-15
34,Organizing,Iowa Constituency Outreach Director,https://boards.greenhouse.io/bernie2020/jobs/4496297002,4496297002,Iowa,2020-Jan-15
35,Organizing,Iowa Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4526226002,4526226002,Iowa,2020-Jan-15
36,Organizing,Iowa Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526228002,4526228002,Iowa,2020-Jan-15
37,Organizing,Iowa Field Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4374443002,4374443002,Iowa,2020-Jan-15
38,Organizing,Iowa Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265660002,4265660002,Iowa,2020-Jan-15
39,Organizing,Iowa GOTC Transportation Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4575048002,4575048002,Iowa,2020-Jan-15
40,Organizing,Iowa Regional Field Director (Region 3),https://boards.greenhouse.io/bernie2020/jobs/4558030002,4558030002,Iowa,2020-Jan-15
41,Organizing,Iowa Relational Organizer,https://boards.greenhouse.io/bernie2020/jobs/4496282002,4496282002,Iowa,2020-Jan-15
42,Organizing,National Deputy Field Organizer (DFO) Program Manager,https://boards.greenhouse.io/bernie2020/jobs/4529356002,4529356002,Washington DC,2020-Jan-15
43,Organizing,National Distributed Canvassing Manager,https://boards.greenhouse.io/bernie2020/jobs/4545187002,4545187002,Washington DC,2020-Jan-15
44,Organizing,National Field Desk ,https://boards.greenhouse.io/bernie2020/jobs/4284529002,4284529002,"Washington, DC",2020-Jan-15
45,Organizing,Nevada Campus Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505040002,4505040002,Nevada,2020-Jan-15
46,Organizing,Nevada Canvass Director,https://boards.greenhouse.io/bernie2020/jobs/4551612002,4551612002,"Las Vegas, Nevada ",2020-Jan-15
47,Organizing,Nevada Canvasser,https://boards.greenhouse.io/bernie2020/jobs/4575036002,4575036002,Nevada,2020-Jan-15
48,Organizing,Nevada Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4575040002,4575040002,Nevada,2020-Jan-15
49,Organizing,Nevada Constituency Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4505046002,4505046002,"Las Vegas, Nevada",2020-Jan-15
50,Organizing,Nevada Constituency Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505044002,4505044002,Nevada,2020-Jan-15
51,Organizing,Nevada Deputy Canvass Manager,https://boards.greenhouse.io/bernie2020/jobs/4551605002,4551605002,"Las Vegas, Nevada ",2020-Jan-15
52,Organizing,Nevada Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4505027002,4505027002,Nevada,2020-Jan-15
53,Organizing,Nevada Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265691002,4265691002,Nevada,2020-Jan-15
54,Organizing,Nevada Regional Field Director,https://boards.greenhouse.io/bernie2020/jobs/4265698002,4265698002,Nevada,2020-Jan-15
55,Organizing,Nevada Statewide Caucus Coordinator,https://boards.greenhouse.io/bernie2020/jobs/4588291002,4588291002,Nevada,2020-Jan-15
56,Organizing,New Hampshire Canvass Operations Specialist,https://boards.greenhouse.io/bernie2020/jobs/4534491002,4534491002,New Hampshire,2020-Jan-15
57,Organizing,New Hampshire Constituency Director,https://boards.greenhouse.io/bernie2020/jobs/4554649002,4554649002,New Hampshire ,2020-Jan-15
58,Organizing,New Hampshire Deputy Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4526263002,4526263002,New Hampshire,2020-Jan-15
59,Organizing,New Hampshire Field Organizer,https://boards.greenhouse.io/bernie2020/jobs/4265717002,4265717002,New Hampshire,2020-Jan-15
60,Organizing,State Field Director (Alabama) ,https://boards.greenhouse.io/bernie2020/jobs/4518769002,4518769002,Alabama,2020-Jan-15
61,Organizing,State Field Director (Arkansas) ,https://boards.greenhouse.io/bernie2020/jobs/4518778002,4518778002,Arkansas,2020-Jan-15
